Customer_Id,Age,Region,Category,Payment_Mode,Frequency,Monetary,Average_Order_Value,Tenure_Days,Complaint_Return_Count,Delivery_Days,Avg_Session_Time,Cart_Abandon_Rate,Recency,Churn_Flag
10561,39.0,South,Sports,UPI,8,11910.55,2206.67,713,0,4.7,6.7,0.38,36,0
10562,62.0,North,Beauty,UPI,7,8355.95,5290.83,416,2,4.7,9.5,0.67,70,0
10563,36.0,North,Electronics,Card,10,15560.29,2119.82,1120,0,5.0,7.5,0.17,43,0
10564,40.0,South,Electronics,Net Banking,5,9989.83,1097.34,56,2,5.9,6.1,0.38,96,1
10565,25.0,South,Sports,UPI,7,6013.74,1478.61,712,2,3.4,9.1,0.52,32,0
10566,45.0,South,Electronics,Card,6,4038.15,3282.56,665,0,5.9,5.4,0.21,30,0
10567,60.0,West,Home,Card,5,5415.28,803.76,1596,1,4.6,8.6,0.15,58,0
10568,31.0,South,Beauty,COD,10,4967.67,958.81,1347,0,2.9,7.1,0.28,16,0
10569,20.0,East,Home,Card,6,25251.95,512.38,1185,0,4.9,5.8,0.77,76,0
10570,46.0,East,Fashion,UPI,7,16311.72,3079.89,405,0,3.7,6.7,0.72,74,0
10571,59.0,South,Sports,COD,4,5530.27,2445.13,774,0,1.9,1.0,0.6,81,1
10572,49.0,South,Electronics,Net Banking,1,26432.43,830.37,717,1,5.5,9.6,0.31,79,0
10573,52.0,North,Electronics,Net Banking,8,23067.63,1189.34,1386,0,6.8,8.8,0.28,69,0
10574,65.0,South,Home,Card,3,14529.12,651.03,1304,2,4.3,3.7,0.11,65,1
10575,22.0,North,Electronics,UPI,4,4032.35,4182.37,800,0,2.0,7.3,0.82,60,0
10576,38.0,South,Beauty,Card,6,6625.13,1845.0,157,1,1.3,3.8,0.36,72,1
10577,35.0,North,Sports,UPI,5,15946.29,1886.35,994,3,3.5,1.9,0.25,74,0
10578,20.0,South,Fashion,Card,8,14031.55,2789.43,480,1,4.2,9.5,0.36,68,0
10579,38.0,South,Sports,Card,7,10581.62,2665.35,1124,1,3.9,8.8,0.85,80,0
10580,54.0,West,Electronics,UPI,7,11648.06,1072.12,414,0,1.8,4.2,0.53,63,0
10581,32.0,North,Electronics,UPI,7,6575.57,2999.24,231,1,4.9,9.2,0.29,26,0
10582,41.0,North,Electronics,UPI,8,10682.58,1156.82,1044,2,4.6,2.8,0.45,86,0
10583,25.0,North,Sports,Card,3,4162.18,2887.08,1559,0,4.0,5.7,0.18,49,0
10584,36.0,South,Home,UPI,6,12303.92,3881.58,595,0,4.5,5.5,0.15,59,0
10585,30.0,North,Beauty,Card,7,10185.68,4700.53,1558,0,1.9,5.1,0.83,75,0
10586,20.0,East,Home,UPI,6,9159.9,2399.91,1459,1,4.0,9.2,0.66,52,0
10587,64.0,West,Beauty,Card,7,18333.7,4234.5,598,0,3.8,1.0,0.19,34,0
10588,21.0,East,Home,UPI,10,8603.83,2067.71,302,1,6.7,5.7,0.48,69,0
10589,24.0,East,Fashion,Card,4,9324.28,3485.18,886,2,3.0,11.3,0.31,68,0
10590,35.0,South,Fashion,UPI,3,5898.99,2231.01,258,0,4.3,3.1,0.09,69,1
10591,65.0,North,Beauty,UPI,4,4439.93,110.08,785,4,4.7,6.7,0.75,61,0
10592,47.0,West,Fashion,UPI,4,1038.96,2693.45,315,0,1.3,6.4,0.82,77,0
10593,54.0,East,Fashion,UPI,5,6419.29,3360.06,370,1,4.2,8.1,0.21,9,0
10594,35.0,South,Home,UPI,8,5943.47,4663.38,271,2,6.7,6.6,0.75,62,0
10595,48.0,North,Sports,COD,5,15124.04,1210.44,1404,0,6.2,2.4,0.65,82,1
10596,53.0,North,Home,Net Banking,5,5370.97,1741.88,501,2,3.9,1.0,0.33,75,1
10597,28.0,South,Sports,COD,7,16296.64,973.84,90,1,5.0,6.8,0.36,57,0
10598,44.0,West,Home,UPI,6,3545.56,3378.46,135,2,4.4,6.7,0.16,64,0
10599,33.0,South,Fashion,COD,6,9074.0,1389.21,1183,2,5.1,8.5,0.85,58,0
10600,19.0,West,Home,UPI,6,6086.17,807.29,545,1,5.9,6.4,0.43,75,0
10601,33.0,East,Electronics,Card,5,8748.31,1486.88,101,1,5.5,10.0,0.34,58,1
10602,19.0,North,Sports,UPI,7,18252.28,1387.85,163,0,7.8,3.8,0.19,57,1
10603,25.0,North,Electronics,Net Banking,8,17576.07,2002.1,520,1,4.5,2.8,0.07,17,0
10604,23.0,East,Beauty,COD,5,9465.42,2999.52,1405,1,6.4,4.4,0.07,33,0
10605,54.0,West,Fashion,Net Banking,5,9109.45,5516.57,643,0,4.1,9.8,0.83,84,1
10606,53.0,West,Home,Card,3,14309.18,1179.27,1035,2,7.0,5.5,0.8,77,1
10607,29.0,South,Fashion,Card,6,13593.05,3379.25,1080,0,6.3,7.3,0.24,36,0
10608,21.0,South,Sports,UPI,6,5485.69,475.89,862,1,3.0,4.3,0.48,82,1
10609,24.0,South,Electronics,Card,7,10301.33,3131.23,1204,0,5.2,6.1,0.34,41,0
10610,40.0,South,Fashion,Card,7,6916.26,316.61,371,1,4.6,9.4,0.8,50,0
10611,51.0,North,Beauty,UPI,1,13662.5,959.49,230,1,4.5,11.2,0.14,46,0
10612,52.0,South,Beauty,Card,5,3739.34,1932.17,1047,3,4.8,9.3,0.73,86,1
10613,52.0,South,Sports,Card,3,5087.62,815.74,1347,0,2.7,10.0,0.09,66,0
10614,59.0,West,Fashion,UPI,6,22602.82,3123.88,1303,1,4.4,6.9,0.68,69,1
10615,33.0,North,Fashion,Net Banking,6,2059.35,3563.39,340,0,2.6,11.4,0.44,37,0
10616,30.0,West,Home,UPI,8,15554.69,2722.6,497,0,2.7,11.9,0.28,29,0
10617,51.0,East,Home,UPI,6,8619.02,2046.8,95,0,3.2,4.1,0.32,79,0
10618,37.0,West,Electronics,UPI,7,14635.15,1680.24,632,1,7.4,7.6,0.47,41,0
10619,30.0,East,Electronics,Net Banking,6,5811.42,1080.33,707,1,5.2,11.6,0.78,77,0
10620,64.0,West,Sports,Card,8,13011.23,2212.3,1546,1,3.3,3.9,0.19,38,0
10621,45.0,West,Home,Card,9,3962.21,2611.54,1056,1,4.0,17.0,0.42,50,0
10622,33.0,North,Home,Card,5,10437.35,2542.83,1265,3,4.7,5.1,0.54,88,1
10623,29.0,East,Sports,COD,4,14252.37,2885.04,1200,2,4.1,1.4,0.48,97,1
10624,45.0,South,Sports,UPI,4,5072.85,970.19,335,2,3.7,8.2,0.34,97,1
10625,27.0,West,Beauty,Card,5,6074.09,3253.02,1414,1,3.1,12.9,0.3,53,0
10626,43.0,South,Home,Card,4,15536.08,1020.93,1432,0,4.5,5.0,0.76,105,1
10627,20.0,North,Home,COD,10,6416.34,269.49,410,1,6.4,12.4,0.5,41,0
10628,64.0,South,Fashion,Card,10,4745.14,3067.93,1413,0,1.8,9.0,0.72,47,0
10629,57.0,North,Beauty,Card,8,4890.67,3494.6,578,2,3.5,9.7,0.67,72,0
10630,43.0,South,Fashion,Card,3,15795.56,3337.81,1380,0,4.1,3.9,0.41,97,1
10631,36.0,North,Beauty,COD,6,1997.09,978.78,155,1,4.7,8.9,0.8,89,1
10632,25.0,South,Beauty,UPI,5,3145.61,5467.79,782,0,2.9,3.9,0.12,73,1
10633,39.0,North,Electronics,Card,11,3378.33,1320.25,1010,1,3.9,11.2,0.21,29,0
10634,65.0,East,Electronics,Card,3,40394.65,2746.34,1301,1,2.3,6.9,0.19,85,1
10635,21.0,West,Home,UPI,6,6422.07,2984.58,1538,0,5.8,10.2,0.09,40,0
10636,37.0,North,Beauty,COD,6,7530.92,2232.82,470,2,2.8,6.7,0.76,69,0
10637,63.0,West,Home,Net Banking,4,9163.15,1103.27,386,1,5.0,7.1,0.42,77,0
10638,53.0,North,Beauty,UPI,5,14331.28,1289.79,750,0,2.4,6.0,0.15,38,0
10639,23.0,South,Sports,COD,7,9384.42,2335.81,549,1,7.0,5.1,0.33,26,0
10640,46.0,West,Sports,Card,8,11442.2,1764.54,112,0,6.1,6.7,0.44,37,0
10641,33.0,West,Beauty,COD,8,4732.84,2004.98,858,0,4.3,4.3,0.18,40,0
10642,49.0,South,Electronics,Card,7,6478.21,3530.16,1022,1,3.8,5.8,0.45,30,0
10643,52.0,North,Sports,Card,8,19355.65,1422.27,868,1,4.5,6.6,0.48,88,1
10644,31.0,South,Sports,COD,4,4339.37,500.0,455,1,4.4,12.6,0.34,62,0
10645,21.0,West,Sports,UPI,7,11334.43,2785.35,1345,2,5.3,6.0,0.7,67,0
10646,61.0,South,Fashion,UPI,8,23539.85,1124.97,95,0,3.2,10.4,0.67,48,0
10647,29.0,South,Beauty,COD,9,3355.2,1766.87,1212,0,2.9,6.0,0.3,17,0
10648,35.0,North,Sports,COD,5,12315.97,519.36,741,2,5.5,4.8,0.34,30,0
10649,59.0,South,Electronics,Card,4,8422.64,2890.2,1175,2,5.3,8.9,0.68,82,0
10650,36.0,East,Electronics,COD,7,8193.93,2239.32,726,3,5.4,6.0,0.72,46,1
10651,62.0,East,Beauty,COD,6,8390.62,2940.77,238,0,4.4,10.8,0.08,51,0
10652,34.0,South,Sports,Card,8,8636.01,2059.05,409,3,3.9,8.7,0.45,64,0
10653,37.0,North,Electronics,Card,8,10900.98,1327.47,1431,1,1.3,7.1,0.3,30,0
10654,25.0,North,Home,UPI,7,8305.69,787.25,1407,0,4.8,8.9,0.7,94,0
10655,30.0,South,Sports,Card,7,3384.67,1431.0,302,1,4.8,3.6,0.65,70,0
10656,23.0,West,Fashion,Card,3,22589.26,1102.71,386,0,2.8,5.9,0.84,61,0
10657,59.0,West,Fashion,Net Banking,6,7910.05,1677.56,908,1,2.9,7.7,0.06,74,0
10658,36.0,East,Home,UPI,6,5984.05,3134.87,1434,0,3.0,3.8,0.14,39,0
10659,23.0,North,Beauty,Card,4,18093.44,863.68,264,1,4.2,4.1,0.27,99,0
10660,51.0,North,Beauty,UPI,10,8205.64,5391.77,329,0,3.4,4.3,0.22,64,0
10661,26.0,South,Sports,UPI,6,4027.94,1312.03,1391,0,4.4,10.8,0.67,44,0
10662,47.0,North,Sports,Card,2,10580.89,2033.77,1206,1,3.9,8.6,0.13,66,0
10663,33.0,East,Home,UPI,5,1522.47,1889.92,161,0,3.2,10.1,0.26,48,0
10664,32.0,North,Fashion,UPI,4,3441.03,1353.12,957,2,3.9,7.0,0.46,32,0
10665,34.0,West,Fashion,UPI,12,14443.58,4614.14,441,4,4.3,10.7,0.42,19,0
10666,23.0,West,Beauty,COD,2,18895.22,4027.37,236,1,3.4,10.6,0.56,34,0
10667,46.0,South,Beauty,Card,5,17411.91,2055.7,1177,0,5.3,3.6,0.48,91,1
10668,32.0,North,Sports,Card,11,4545.07,2460.66,594,0,5.8,5.1,0.4,54,0
10669,65.0,West,Fashion,UPI,4,6717.74,2623.72,41,0,4.2,11.4,0.73,81,0
10670,23.0,East,Home,UPI,4,8077.53,1711.48,1466,0,7.8,3.0,0.57,51,1
10671,45.0,West,Fashion,UPI,7,8970.59,3074.29,731,5,5.6,3.2,0.25,32,0
10672,31.0,North,Electronics,Net Banking,4,9245.65,4040.43,602,0,2.9,6.6,0.34,68,1
10673,18.0,North,Beauty,UPI,6,2799.86,4054.18,652,0,1.7,4.8,0.06,61,0
10674,24.0,South,Home,Card,7,11966.06,3590.11,1147,1,4.0,6.6,0.51,64,0
10675,57.0,North,Electronics,UPI,4,31290.85,1097.32,1396,0,5.9,3.5,0.46,95,1
10676,59.0,West,Beauty,UPI,12,11903.79,3065.86,501,1,2.6,6.3,0.78,58,0
10677,45.0,South,Home,UPI,5,5841.86,1551.35,1111,1,5.1,11.1,0.7,52,0
10678,35.0,South,Home,UPI,7,9280.48,1815.21,1141,0,3.6,10.3,0.71,69,0
10679,37.0,South,Sports,UPI,11,1849.85,1730.17,1267,0,4.0,4.4,0.4,72,0
10680,49.0,East,Fashion,UPI,7,21759.82,829.77,919,1,4.9,3.9,0.75,84,0
10681,61.0,North,Beauty,COD,6,17707.08,2152.11,847,2,4.9,8.6,0.55,56,0
10682,24.0,East,Fashion,UPI,5,8255.16,1971.34,342,0,6.2,2.9,0.27,56,0
10683,63.0,South,Beauty,UPI,9,8974.83,4282.11,956,0,2.8,10.1,0.29,1,0
10684,36.0,South,Electronics,UPI,5,9109.09,813.64,1465,0,6.2,8.1,0.79,102,1
10685,28.0,North,Home,COD,9,1117.12,1828.59,892,0,5.9,8.1,0.76,34,0
10686,21.0,West,Home,COD,4,23108.43,1718.45,1006,1,5.4,5.9,0.23,59,0
10687,63.0,West,Electronics,COD,7,5165.82,2451.45,992,2,2.7,10.2,0.44,79,0
10688,57.0,West,Sports,UPI,6,12979.39,1558.25,1159,0,6.0,9.9,0.82,58,0
10689,24.0,East,Sports,Card,9,17975.73,4277.47,546,3,6.6,2.7,0.73,81,1
10690,25.0,West,Sports,Net Banking,7,33054.14,4132.87,821,0,1.8,4.0,0.45,44,0
10691,59.0,South,Electronics,UPI,10,5803.1,3682.69,878,1,1.0,5.4,0.72,47,0
10692,61.0,West,Electronics,COD,5,4301.62,1737.41,812,3,7.1,6.2,0.25,78,1
10693,44.0,East,Electronics,Card,6,8198.96,287.09,1305,1,5.3,7.7,0.76,87,0
10694,54.0,North,Home,UPI,10,13541.25,2532.75,667,0,4.2,7.2,0.48,56,0
10695,53.0,West,Fashion,COD,6,16578.14,1810.57,1500,1,4.2,6.4,0.74,59,0
10696,47.0,South,Beauty,UPI,4,3086.19,2272.84,1409,0,3.8,7.9,0.73,63,0
10697,56.0,North,Fashion,Card,9,13494.82,2782.72,1249,1,3.8,3.5,0.12,31,0
10698,31.0,North,Sports,Net Banking,11,4751.17,3053.48,355,1,7.0,4.0,0.6,55,0
10699,26.0,East,Electronics,Card,11,12635.77,1326.97,1272,2,5.4,11.3,0.32,20,0
10700,36.0,North,Fashion,COD,5,10605.98,2480.96,433,1,2.8,8.3,0.39,65,0
10701,28.0,North,Sports,COD,8,9455.15,2154.93,412,0,3.2,13.3,0.45,60,0
10702,52.0,West,Fashion,Card,4,6307.54,1643.3,736,0,3.6,6.5,0.6,43,0
10703,58.0,West,Sports,COD,7,6675.85,3218.82,552,1,5.3,5.6,0.48,68,0
10704,39.0,South,Beauty,Card,5,6477.57,1134.19,1480,0,7.8,9.7,0.77,59,0
10705,44.0,East,Fashion,UPI,2,23690.45,1816.33,697,3,3.5,9.2,0.72,82,0
10706,56.0,South,Sports,COD,6,7365.18,1189.67,926,1,1.0,14.3,0.31,44,0
10707,29.0,South,Sports,Card,5,19363.32,3103.03,529,2,5.1,8.7,0.71,73,0
10708,31.0,North,Beauty,Card,5,11244.9,1718.67,70,1,4.0,10.0,0.71,48,0
10709,39.0,East,Sports,COD,6,8682.56,2227.12,1051,0,2.1,9.7,0.32,47,0
10710,24.0,South,Fashion,UPI,4,13074.57,412.46,972,1,4.6,6.5,0.68,80,0
10711,21.0,North,Sports,Net Banking,4,26726.94,3261.61,558,2,5.2,3.7,0.64,78,1
10712,41.0,West,Sports,Net Banking,7,9690.94,3179.42,1018,2,5.2,9.9,0.49,50,0
10713,26.0,South,Electronics,Net Banking,8,11498.61,3793.13,566,1,6.5,8.9,0.52,36,0
10714,47.0,West,Beauty,UPI,7,6494.51,2668.08,686,0,1.9,4.2,0.05,59,0
10715,32.0,East,Beauty,Card,3,1507.17,3251.03,1556,1,3.8,7.6,0.52,74,1
10716,28.0,South,Home,COD,8,4433.11,848.55,1425,1,2.4,5.8,0.76,60,0
10717,32.0,South,Fashion,UPI,2,5091.95,2680.43,1102,0,1.0,10.5,0.53,56,0
10718,48.0,South,Sports,Card,6,9236.08,1353.88,1481,0,7.3,5.1,0.36,83,1
10719,46.0,West,Electronics,UPI,4,4280.99,1253.69,984,1,4.0,6.9,0.38,73,0
10720,58.0,East,Beauty,Card,4,7187.31,3328.56,1520,1,6.7,11.0,0.69,61,0
10721,29.0,West,Electronics,COD,7,10779.85,1915.45,243,1,5.9,2.6,0.71,53,1
10722,37.0,West,Sports,UPI,8,12082.95,3886.38,117,0,3.1,3.6,0.43,32,0
10723,36.0,South,Home,UPI,6,3751.79,1994.19,450,6,5.1,13.8,0.55,48,0
10724,46.0,South,Sports,UPI,5,8601.0,3154.14,716,2,3.9,2.7,0.09,40,0
10725,38.0,South,Sports,UPI,6,7942.43,1027.7,510,1,6.2,8.3,0.36,58,0
10726,22.0,East,Sports,UPI,2,3084.55,4528.42,1015,1,6.5,1.0,0.58,80,1
10727,20.0,South,Electronics,Card,8,10015.0,4735.17,608,0,6.3,3.1,0.65,84,0
10728,47.0,West,Fashion,Card,6,6280.61,1251.3,331,2,2.7,5.3,0.69,72,0
10729,34.0,North,Electronics,UPI,4,24715.69,4618.34,1313,0,3.9,3.1,0.26,62,1
10730,60.0,West,Beauty,UPI,8,10649.76,2726.54,1084,0,6.7,12.7,0.43,91,0
10731,25.0,South,Home,COD,8,17148.77,859.75,252,2,2.7,9.4,0.78,69,0
10732,37.0,North,Fashion,Card,5,14162.06,1382.3,912,0,5.7,3.5,0.6,69,0
10733,32.0,South,Home,Net Banking,4,10419.55,712.55,276,0,4.8,7.3,0.71,68,1
10734,37.0,South,Sports,UPI,8,19291.2,1537.68,460,1,6.1,5.2,0.15,62,0
10735,62.0,East,Beauty,Card,6,8211.3,413.03,706,0,3.6,4.6,0.79,87,0
10736,39.0,West,Electronics,UPI,5,3573.0,2582.14,1119,0,3.2,1.0,0.55,87,1
10737,26.0,East,Beauty,UPI,5,5326.98,4984.71,732,0,5.7,9.6,0.44,34,0
10738,35.0,North,Electronics,Net Banking,9,7001.91,1440.38,1318,2,5.6,9.9,0.62,19,0
10739,28.0,South,Fashion,Net Banking,5,4856.79,1815.17,726,1,6.1,4.2,0.2,40,0
10740,45.0,South,Fashion,Net Banking,8,5522.03,1980.81,149,1,7.2,11.3,0.49,47,0
10741,35.0,South,Fashion,UPI,3,3650.12,1282.74,1528,1,2.8,5.2,0.27,82,0
10742,47.0,East,Beauty,UPI,7,8328.03,2689.45,1289,1,3.4,9.1,0.14,27,0
10743,50.0,West,Home,Net Banking,8,16812.29,1228.18,286,0,6.4,5.9,0.44,56,0
10744,58.0,North,Sports,UPI,7,17429.5,1467.22,1325,2,4.6,6.2,0.21,61,0
10745,33.0,South,Electronics,UPI,9,15823.39,4257.49,1011,0,5.3,6.3,0.24,33,0
10746,40.0,West,Beauty,Card,8,15109.34,2307.08,388,1,4.2,9.5,0.65,19,0
10747,61.0,North,Home,Net Banking,5,12175.12,716.85,1476,0,5.9,2.3,0.43,57,0
10748,18.0,South,Fashion,UPI,12,3786.5,2249.15,798,1,4.5,9.3,0.13,26,0
10749,51.0,South,Sports,UPI,3,14228.82,3106.27,1396,1,4.2,3.9,0.51,70,0
10750,62.0,North,Fashion,UPI,9,32546.33,3098.67,303,0,6.7,8.4,0.54,56,0
10751,25.0,North,Home,UPI,9,13565.92,3043.54,873,2,6.9,15.8,0.46,12,0
10752,31.0,West,Fashion,UPI,9,25916.52,2539.47,1209,1,3.6,9.7,0.4,46,0
10753,22.0,West,Home,Card,5,12572.14,2796.65,432,0,5.5,7.8,0.09,34,0
10754,51.0,North,Beauty,COD,4,9262.71,604.12,1187,0,5.1,7.2,0.51,104,1
10755,33.0,South,Fashion,Net Banking,10,7287.73,3997.92,1370,3,6.3,9.8,0.85,26,0
10756,49.0,East,Home,Card,11,19847.73,4454.27,1066,1,5.0,7.0,0.22,14,0
10757,22.0,West,Electronics,Net Banking,7,16038.7,3379.14,1227,0,4.8,4.9,0.42,51,0
10758,45.0,North,Sports,UPI,4,12410.03,1328.52,1055,1,5.8,3.2,0.54,59,1
10759,52.0,South,Electronics,Card,10,8600.23,2842.41,78,0,4.2,6.9,0.61,49,0
10760,20.0,East,Home,COD,4,4270.08,2991.87,1332,1,4.9,2.8,0.34,63,0
10761,29.0,West,Beauty,Net Banking,4,6820.18,2415.98,861,0,2.1,2.2,0.5,66,0
10762,57.0,East,Beauty,UPI,6,29279.95,3260.8,390,1,3.9,6.7,0.59,63,0
10763,57.0,West,Sports,UPI,5,5405.43,3749.54,1528,1,5.1,1.8,0.65,92,1
10764,23.0,North,Fashion,Card,7,1984.63,1802.52,1415,1,7.5,13.5,0.41,26,0
10765,42.0,West,Sports,UPI,7,4934.41,911.73,950,1,6.5,8.6,0.18,54,0
10766,38.0,East,Electronics,Card,4,3479.74,591.16,977,0,3.8,5.9,0.21,80,1
10767,45.0,South,Home,Card,13,13662.0,2972.21,1529,2,3.5,8.6,0.39,29,0
10768,30.0,East,Beauty,UPI,9,16590.25,1179.72,185,1,5.2,7.5,0.1,31,0
10769,21.0,North,Fashion,UPI,3,10676.24,3541.67,281,0,3.8,5.9,0.67,81,0
10770,25.0,North,Sports,Card,5,14259.81,1750.75,390,1,1.8,7.5,0.12,55,0
10771,59.0,East,Electronics,COD,5,1599.85,685.91,1341,0,4.3,1.0,0.47,108,1
10772,19.0,North,Electronics,Card,4,5765.5,1443.73,423,1,5.2,3.9,0.82,102,1
10773,33.0,West,Home,Card,4,675.47,1264.29,1133,2,3.8,8.7,0.37,77,0
10774,38.0,South,Beauty,UPI,9,18226.34,1560.03,1021,1,7.5,13.0,0.38,13,0
10775,57.0,South,Home,UPI,4,14349.23,928.03,1350,1,6.3,7.1,0.61,58,0
10776,26.0,South,Electronics,COD,8,6857.22,3558.05,97,0,4.1,4.2,0.56,42,0
10777,31.0,East,Fashion,COD,5,9217.78,3034.82,1310,2,6.2,6.4,0.76,53,0
10778,46.0,South,Fashion,Card,6,13423.29,1216.48,236,0,1.6,9.2,0.15,46,0
10779,30.0,South,Fashion,Net Banking,8,7555.36,1024.61,1095,0,6.0,14.1,0.54,40,0
10780,31.0,East,Sports,Card,6,15430.22,1248.19,229,1,4.8,7.7,0.74,69,0
10781,28.0,North,Home,Card,8,19738.56,901.71,390,1,3.5,5.3,0.76,89,1
10782,52.0,South,Home,UPI,6,6801.9,1971.22,1044,0,6.4,7.0,0.38,53,0
10783,40.0,South,Home,UPI,6,10512.57,1015.78,861,3,6.5,3.7,0.75,34,0
10784,64.0,South,Beauty,COD,3,17632.17,5717.8,1379,2,3.2,4.9,0.54,73,0
10785,34.0,North,Fashion,Card,4,16925.12,2917.75,162,0,3.8,5.6,0.41,65,0
10786,59.0,South,Sports,Card,6,9769.81,987.75,110,0,5.8,11.8,0.56,50,0
10787,21.0,North,Electronics,Card,6,9630.65,4547.5,930,0,3.1,6.3,0.34,74,0
10788,22.0,East,Sports,Net Banking,6,3884.86,3580.04,1126,0,4.4,9.3,0.52,63,0
10789,65.0,South,Fashion,Card,6,27648.27,640.05,1116,2,5.4,4.9,0.26,46,0
10790,62.0,East,Electronics,UPI,7,15565.16,2419.39,1119,1,3.8,5.9,0.05,67,0
10791,29.0,East,Fashion,COD,9,15590.46,1952.47,125,0,3.7,6.1,0.62,46,0
10792,31.0,North,Beauty,UPI,6,5818.1,1336.3,290,0,2.9,3.3,0.53,63,0
10793,47.0,West,Electronics,COD,6,15205.99,1685.99,471,0,5.5,7.5,0.7,89,0
10794,35.0,South,Beauty,Card,7,14700.17,410.23,898,1,3.3,8.6,0.41,55,0
10795,38.0,North,Home,Card,5,6167.61,5284.52,698,0,4.4,7.6,0.71,52,0
10796,24.0,East,Fashion,Card,5,4170.14,1741.07,1459,2,5.8,6.2,0.77,90,1
10797,53.0,South,Beauty,UPI,7,6053.58,5753.08,787,0,6.5,1.5,0.31,52,0
10798,51.0,South,Home,Card,6,18775.14,1291.19,1129,3,5.7,6.4,0.15,60,0
10799,34.0,North,Home,UPI,7,22246.07,3140.26,1299,1,4.6,5.7,0.63,48,0
10800,53.0,South,Home,UPI,4,5180.07,3494.06,1395,0,5.3,8.8,0.19,74,0
10801,19.0,South,Fashion,COD,5,10477.27,2386.41,797,2,2.0,6.5,0.84,114,1
10802,65.0,North,Beauty,Card,6,6060.49,1381.57,511,2,4.7,4.9,0.66,56,0
10803,42.0,South,Home,Net Banking,3,15646.92,960.28,1289,1,3.4,5.3,0.82,86,1
10804,37.0,East,Electronics,Net Banking,6,5486.36,1654.01,358,1,4.9,9.9,0.46,55,0
10805,59.0,North,Home,Net Banking,6,4813.95,622.77,1130,1,4.6,7.4,0.45,68,0
10806,50.0,South,Home,COD,4,7111.58,1303.25,1437,0,7.5,6.1,0.11,70,0
10807,32.0,South,Fashion,Card,7,9890.41,247.66,622,0,6.7,3.3,0.28,45,0
10808,37.0,East,Home,UPI,7,18283.78,1934.5,585,2,3.2,10.4,0.23,34,0
10809,30.0,East,Beauty,Net Banking,7,9199.64,1247.57,1157,1,5.5,4.7,0.06,41,0
10810,35.0,North,Electronics,UPI,7,11228.69,3078.06,786,1,4.0,3.6,0.64,96,1
10811,58.0,West,Electronics,UPI,4,5560.89,1342.9,524,2,2.5,13.8,0.66,79,0
10812,62.0,East,Electronics,Card,3,11285.38,1222.41,44,1,7.1,2.2,0.39,97,1
10813,24.0,South,Fashion,UPI,4,21662.08,2756.47,1373,1,3.2,7.6,0.55,85,0
10814,59.0,North,Fashion,Card,9,2699.73,971.94,254,0,8.1,3.6,0.52,58,0
10815,35.0,North,Home,UPI,5,16092.57,6230.94,713,1,5.9,8.1,0.81,60,0
10816,34.0,North,Beauty,Card,4,5696.97,1603.03,435,0,3.9,8.8,0.35,36,0
10817,35.0,North,Fashion,UPI,8,2234.17,1845.35,952,0,1.3,8.1,0.36,43,0
10818,33.0,North,Beauty,Card,7,29412.54,2205.64,61,0,4.7,1.4,0.32,88,0
10819,50.0,West,Fashion,COD,3,9408.7,1132.69,405,1,7.3,1.0,0.71,101,1
10820,22.0,North,Beauty,UPI,10,15969.86,4061.16,286,1,4.6,4.7,0.66,63,0
10821,36.0,West,Beauty,COD,5,1875.56,3708.14,201,0,6.8,10.3,0.6,26,0
10822,26.0,West,Electronics,COD,7,12130.71,497.67,1398,0,5.5,8.3,0.27,18,0
10823,18.0,South,Fashion,COD,4,12814.64,801.0,264,0,4.1,6.5,0.71,70,0
10824,26.0,East,Fashion,Card,6,10595.84,2245.31,428,3,4.3,7.5,0.84,72,0
10825,37.0,South,Sports,COD,5,8726.07,1873.12,70,2,3.8,6.4,0.75,77,1
10826,40.0,South,Electronics,UPI,4,8371.75,357.6,509,0,6.0,10.9,0.54,76,0
10827,39.0,South,Sports,UPI,6,4856.17,1811.18,360,1,6.1,8.2,0.65,69,0
10828,51.0,North,Sports,Card,5,15475.2,6292.94,1539,0,4.1,11.8,0.42,84,0
10829,48.0,South,Fashion,COD,6,22297.93,2825.58,324,0,2.3,9.5,0.33,43,0
10830,34.0,West,Home,Card,6,6013.04,1534.95,1187,0,6.5,9.1,0.06,25,0
10831,50.0,West,Beauty,Card,8,5222.13,2524.25,602,0,5.1,3.5,0.44,78,0
10832,60.0,North,Electronics,UPI,10,8290.13,3957.99,960,1,4.6,5.9,0.81,70,0
10833,53.0,East,Fashion,Net Banking,7,18391.5,941.14,1508,0,2.5,4.6,0.33,42,0
10834,53.0,East,Home,Card,6,8886.36,3574.91,460,0,5.5,7.2,0.79,80,0
10835,36.0,North,Electronics,Net Banking,4,2089.1,1093.97,1045,1,4.0,5.3,0.3,91,1
10836,55.0,West,Home,Card,10,2314.08,6037.97,559,1,8.1,3.0,0.31,55,0
10837,65.0,East,Beauty,Card,6,13037.97,1265.69,1161,2,6.1,10.5,0.64,80,1
10838,37.0,East,Electronics,Card,4,17919.59,3834.82,1108,1,5.6,9.3,0.66,42,0
10839,39.0,East,Fashion,Net Banking,7,5314.96,1184.67,674,2,1.5,6.6,0.24,54,0
10840,62.0,South,Sports,Card,5,8319.41,1855.98,1551,1,6.9,4.6,0.08,32,0
10841,25.0,East,Electronics,COD,9,10689.19,2762.75,535,0,5.1,3.5,0.08,63,0
